S.no.,Feed_T,Feed_P,x_F(B),Stages,Feed_Stage,RR,W,Qc_kW,Qr_kW,x_D(B),x_W(T)
51,358.3972133,107930.117,0.515415891,11,8,3.191103902,54.75090181,4834.463557,4881.028277,0.966457316,0.857349069
52,361.4951842,120507.6249,0.452733518,11,8,3.96449875,44.06139036,6199.14839,6238.621613,0.761942301,0.939825801
53,360.9477569,178861.6963,0.512095351,15,8,4.818703645,42.46879702,6245.678027,6303.821203,0.884364194,0.992206062
54,361.9661055,181478.7425,0.40699229,19,4,3.028453518,47.0509007,5861.836455,5912.307407,0.768572165,0.999914453
55,362.8074831,148797.5842,0.522540654,16,14,3.735673843,51.20369318,5273.44558,5313.327181,0.90866626,0.845430918
56,356.7561536,151660.0609,0.427725967,14,9,1.568315956,58.77958727,4414.464439,4473.801622,0.954905008,0.941969341
57,355.3184149,176214.8758,0.580187448,10,8,2.685561767,58.36246792,4430.894924,4459.695913,0.985490662,0.708968
58,362.4055576,156765.6155,0.524221373,17,3,2.466144072,43.92727722,6030.414359,6095.306388,0.93382732,0.998636453
59,362.9988201,183146.3216,0.584369973,15,11,2.496282083,40.79577779,6346.154357,6401.385389,0.950441214,0.94688508
60,361.5379197,106698.7274,0.469500452,18,16,3.626805887,46.374094,5927.640654,5961.970508,0.778399164,0.887702716
61,360.0396496,180202.118,0.532167421,16,4,1.996414968,57.62802679,4526.539073,4563.285812,0.967023192,0.787567577
62,361.4533226,143748.3349,0.534918028,13,11,3.238865104,59.82951581,4269.984171,4306.130245,0.990748149,0.771133532
63,359.8005849,112595.3636,0.4912681,13,3,3.225163591,45.28366713,5930.789443,5991.589591,0.892862008,0.993978509
64,359.5704222,126137.6739,0.528880077,17,10,2.228843812,58.37707254,4416.873888,4458.412123,0.998618473,0.806044001
65,358.06301,190465.4051,0.546603865,13,11,3.076072488,40.2435686,6548.388177,6583.456061,0.831238241,0.876040924
66,356.3646018,126548.1373,0.527800098,15,11,4.821323868,56.37608302,4629.784336,4675.754563,0.99804782,0.836078457
67,360.3418236,194754.5437,0.490976186,16,10,4.752737548,56.64826618,4601.748044,4657.236282,0.997194373,0.896422009
68,357.0781753,148994.0455,0.416043051,14,11,4.339232688,41.41922717,6572.167479,6605.465195,0.676975187,0.953003097
69,356.0699911,113077.8963,0.565384259,20,14,2.671579488,46.83464737,5640.280965,5699.794344,0.999788854,0.927739418
70,358.4078365,185893.8593,0.58676332,12,10,3.05286381,41.14918016,6376.226557,6413.662264,0.895145468,0.854279301
71,360.370223,116963.7826,0.447359211,13,11,4.639694872,49.34551728,5603.571929,5637.954273,0.773416449,0.887347195
72,357.2571732,179372.2372,0.470856147,12,10,1.713054787,57.49011603,4605.450828,4643.97247,0.895504003,0.843140978
73,355.6563578,152387.7877,0.403460495,15,13,4.88655329,44.5429718,6236.475896,6264.425799,0.659213427,0.914957811
74,360.668066,127515.7289,0.470490556,13,7,1.992193806,47.64092086,5686.4727,5745.006171,0.882164735,0.981954117
75,363.3716149,101619.0503,0.444351873,14,9,2.078617524,46.49384515,5883.333863,5933.905391,0.811038959,0.97763981
76,356.0601861,184468.0529,0.480109342,17,4,3.237983175,46.77707995,5759.699366,5823.022806,0.901427006,0.999265523
77,359.574902,199682.8455,0.428506602,16,7,1.62994626,58.06761052,4468.938814,4535.800524,0.978429534,0.968609491
78,359.9404364,179980.2022,0.572590805,17,6,3.779796563,48.05024253,5521.203306,5572.496825,0.991489049,0.880303103
79,355.4195904,180951.5623,0.525177525,12,2,3.971837033,55.71809751,4785.053322,4816.750248,0.909236304,0.780052807
80,357.7594291,119605.7643,0.440427273,16,10,4.523985948,54.19933066,4928.580543,4991.824733,0.93084326,0.973994458
81,363.5334405,153968.1061,0.454943718,19,3,3.366561819,41.8994552,6417.582448,6467.314532,0.782999946,0.99996066
82,356.9121051,166532.2447,0.508865358,14,9,2.970043852,45.73901869,5860.022694,5918.454198,0.912246507,0.969672608
83,360.4762108,119709.9847,0.438071901,17,7,2.891138685,57.72209857,4499.789281,4566.080246,0.984707136,0.962304925
84,363.722427,139884.9417,0.530254038,17,15,3.853926393,57.57671388,4514.055817,4554.623183,0.985965542,0.80552024
85,356.9961319,191871.651,0.458935582,12,10,1.540364156,42.63495846,6390.956231,6422.018672,0.726654879,0.90127888
86,364.9712802,147199.4521,0.441213088,19,14,3.288126202,47.76051323,5732.638666,5784.521504,0.822982634,0.976358746
87,361.6687693,134737.587,0.468212033,13,11,3.878961321,46.27593364,5941.365463,5975.510377,0.775321986,0.888327408
88,361.1227405,113567.3859,0.420928238,19,9,2.388321931,51.13281844,5329.208517,5389.385896,0.859181506,0.997906527
89,364.8745833,184618.8073,0.431840487,12,5,4.42429836,49.71895592,5495.489714,5552.184208,0.846614876,0.987623055
90,359.7919614,190810.8717,0.422737529,13,5,1.880192594,46.57207595,5897.399941,5948.780448,0.787325233,0.995520918
91,364.7160012,139564.3979,0.434649716,20,4,1.955343805,51.46811588,5258.030471,5322.327479,0.895334401,0.999753124
92,355.5931047,191086.026,0.521790327,10,2,2.758379705,58.94528146,4440.906666,4467.965777,0.903783501,0.744263576
93,358.3611062,200112.2421,0.420353969,15,12,4.550843021,40.4125323,6687.708093,6720.52227,0.674095269,0.953782485
94,360.6808448,168023.7683,0.554306171,18,6,4.262815919,49.94284502,5321.134228,5373.245145,0.990545515,0.882931643
95,355.9233887,180487.7513,0.53325823,19,16,4.859304099,42.36718795,6273.596939,6319.222307,0.86950288,0.924141133
96,362.1941203,121796.2495,0.568231719,20,12,4.94876541,47.58016141,5561.32722,5617.557857,0.999675131,0.907096513
97,363.1248854,167453.0416,0.517764908,15,6,1.521737892,42.0678102,6280.66307,6340.15226,0.891743855,0.997246907
98,363.7642506,119195.8345,0.580880595,16,14,3.131940141,41.35225077,6359.994816,6397.610331,0.890252402,0.857885367
99,360.0132046,169521.4576,0.501676512,20,11,1.525363297,47.05396987,5682.357813,5749.48631,0.944279784,0.996349186
100,357.3238399,189091.8974,0.555536579,18,8,2.449478116,55.5214482,4721.844904,4762.344722,0.996718422,0.797896736
101,363.2130116,159464.5616,0.444678936,11,9,2.544587352,50.32706474,5490.600482,5525.174332,0.778504421,0.88480763
102,359.1309901,113677.2561,0.569941057,14,12,3.126950842,44.14216615,6043.080765,6081.829043,0.902979823,0.851488739
103,359.4464394,197911.5392,0.550518666,18,7,1.956486216,45.2741401,5813.889454,5882.621671,0.993375946,0.98479234
104,361.2539537,144166.9732,0.501491155,11,9,2.06141009,47.19022236,5784.511652,5821.177917,0.833907094,0.870509886
105,362.9025498,110656.3753,0.409813916,13,11,4.668711971,47.77413988,5841.974806,5872.438746,0.698383614,0.905645467
106,363.2689549,148686.057,0.427019629,12,8,2.550616257,43.05984218,6342.985059,6383.521147,0.727340411,0.970109387
107,359.8090964,157828.115,0.552301132,10,8,2.116922562,54.90576334,4821.556125,4857.792008,0.962792458,0.78483639
108,364.4607372,109134.4545,0.567699327,19,7,4.868892162,48.31899793,5488.450897,5541.579163,0.995036207,0.889371374
109,363.3080938,194612.684,0.562521361,18,3,4.309151943,49.31677364,5426.886341,5469.748388,0.955802862,0.841657053
110,361.2795536,197436.7252,0.595776595,20,3,2.208926982,45.48057423,5829.404499,5872.195234,0.962716987,0.844089872
111,358.7272799,141970.0608,0.414943366,17,15,2.032289018,43.58856746,6335.869118,6364.161851,0.66865808,0.913409028
112,355.5043577,106120.8686,0.597582618,15,12,4.048667662,49.13537708,5397.79072,5440.578013,0.998429084,0.817371037
113,357.3368452,144150.613,0.485485745,10,8,3.208152843,45.87381109,5966.041226,6000.803003,0.796117223,0.881026165
114,362.6181341,108930.3519,0.577188705,18,16,3.033021279,55.20737877,4752.250531,4788.768007,0.999568274,0.765509834
115,362.1858182,145918.8715,0.436246324,12,6,4.788567906,50.92077279,5344.980894,5402.339269,0.866911132,0.978843526
116,358.6545488,103977.95,0.509275292,14,3,3.214251203,47.80597538,5603.393985,5664.512451,0.942720361,0.963955144
117,357.6091688,191861.797,0.536208585,13,4,4.930931453,40.64175633,6425.18272,6484.15771,0.900159218,0.995349897
118,358.9876458,136218.6555,0.541772339,15,6,2.351260036,40.42229941,6440.048195,6499.871328,0.907477922,0.997234546
119,363.1892123,103752.3289,0.465026241,11,9,3.780389383,54.65711713,4948.21706,4985.766255,0.855340936,0.858774106
120,359.8843487,109697.3255,0.407406479,19,17,4.177200077,41.53827723,6590.927114,6617.252725,0.63978524,0.919647591
121,363.2469097,169008.1301,0.566122417,11,9,2.488501798,45.72753171,5863.004273,5901.665901,0.910687937,0.8428308
122,364.9347463,105180.541,0.560595806,11,4,3.931924599,40.69252842,6383.760952,6442.199913,0.929465145,0.977014137
123,360.8669956,184515.3113,0.474395527,13,11,2.493753251,44.71126927,6119.992567,6153.592354,0.769473236,0.890489483
124,355.4627495,106381.2001,0.423836846,14,12,4.377403121,47.32625173,5876.945139,5908.321358,0.716506307,0.901901976
125,359.460395,183285.7206,0.596987825,12,9,3.908171589,47.56617648,5575.114132,5619.403511,0.98942462,0.83560868
126,359.0741729,165034.6705,0.460721118,15,9,4.402703228,43.90809921,6166.356568,6217.857004,0.812310239,0.988428411
127,363.9875387,152354.8626,0.464009372,12,10,3.971675145,48.75846577,5650.564029,5685.798421,0.793393609,0.882149051
128,362.0903249,166851.6059,0.55257168,19,17,3.625786436,57.90619941,4465.831087,4503.056968,0.999660467,0.772430935
129,358.1186486,126346.4636,0.429070143,16,6,1.959653922,59.45016158,4324.381702,4385.868449,0.975355404,0.943540772
130,361.3231986,200050.3555,0.584658592,13,3,3.080054371,46.2103641,5754.507247,5798.471023,0.960058956,0.852313704
131,362.7793266,119962.9153,0.559098899,10,6,3.848861469,40.30977323,6462.477134,6512.604173,0.899036419,0.944276487
132,362.523038,198609.528,0.549867938,15,4,1.900617516,43.43177069,6045.995132,6111.961988,0.964706385,0.990443361
133,360.3018364,155588.5869,0.459757353,15,10,2.646015223,40.34265131,6613.742051,6657.933911,0.759499949,0.983491863
134,359.4644181,129436.5927,0.579970664,10,8,2.431879591,46.85324157,5715.126873,5753.14768,0.934370086,0.822033121
135,358.8377883,183656.2907,0.538011102,13,3,4.275419708,46.66745266,5717.389584,5773.204539,0.949898599,0.932702601
136,359.852441,133627.6489,0.495697588,12,4,4.815075968,59.58595106,4324.937194,4364.807192,0.958504945,0.818200551
137,358.524401,197875.5296,0.449210339,13,8,1.827302193,49.49885915,5505.559733,5560.626207,0.86106847,0.970987335
138,356.8859859,119144.1858,0.512863465,12,7,2.187827943,56.95407305,4578.985297,4625.467619,0.987321989,0.845732609
139,356.9669105,135301.7311,0.43049814,16,10,3.874421774,57.54112382,4538.607205,4603.023112,0.964047734,0.963201438
140,358.2599721,172562.9387,0.545105194,17,9,2.611392859,55.83707579,4687.10143,4729.769372,0.997937014,0.813050692
141,363.1418225,165356.2116,0.499784169,12,10,2.197654999,45.12713927,6033.333198,6068.854747,0.811318327,0.87902935
142,356.6059014,173674.8796,0.565152695,17,4,3.63087642,52.40101648,5078.478262,5118.109801,0.973140258,0.805446859
143,358.055185,174250.718,0.432466025,19,3,3.147205091,44.26816323,6162.81032,6212.985912,0.77593724,0.999950419
144,357.3850242,138477.5014,0.451080667,13,11,4.511406104,40.08173489,6708.036911,6736.735223,0.692396348,0.909662624
145,357.4899341,171113.6983,0.466546711,15,12,3.289784045,46.42727899,5890.247729,5933.476136,0.811455614,0.931445781
146,355.3659737,111188.9977,0.455053306,17,2,2.594910267,48.79707614,5557.35221,5619.389481,0.885656533,0.99678
147,355.3016115,146301.909,0.598732119,20,4,4.770909172,53.04259644,5006.313127,5037.681056,0.97668471,0.735860709
148,359.7720512,186209.1066,0.450645115,11,9,1.885869635,56.19850876,4785.296496,4822.422348,0.849024927,0.859854759
149,359.97214,109970.0161,0.443028676,11,9,1.599349205,58.45684439,4529.143802,4566.214054,0.860856303,0.85390624
150,361.3947959,124215.5444,0.461568409,19,5,3.114598424,52.29563494,5099.012504,5170.046354,0.964340219,0.997062794
151,356.0590088,111269.4942,0.479105419,13,3,2.204517951,51.72480306,5193.40468,5250.910971,0.932274306,0.943840943
152,362.0936529,201542.9256,0.416355422,11,9,3.836389814,58.03750845,4612.698966,4648.106904,0.812791978,0.870277586
153,363.6399015,185069.5362,0.532408677,11,9,1.5911798,58.97533712,4374.368638,4410.196647,0.976064957,0.776209302
154,359.9045224,134747.0278,0.44887796,16,14,3.378083621,48.73780165,5673.956404,5708.147662,0.76985062,0.888719627
155,356.6096302,111163.48,0.426333688,13,11,2.079602828,51.30177913,5398.824388,5432.596399,0.759457876,0.889884494
156,363.74939,168299.9528,0.57224299,18,16,3.874305855,46.08702959,5806.254106,5846.188656,0.926686129,0.842387388
157,361.5653451,116857.3397,0.405053713,13,11,4.558517905,40.88054057,6672.623161,6698.315839,0.630838962,0.921465988
158,356.4656108,141573.3552,0.409443563,11,9,4.925906312,51.19035123,5434.881565,5467.13262,0.730335563,0.896524758
159,359.677571,119393.6726,0.470059885,14,11,4.935180838,44.24460688,6149.416249,6190.989858,0.7922871,0.935998757
160,358.2528067,186413.6649,0.401498413,14,8,2.033168941,57.35954881,4613.3443,4673.144327,0.902737989,0.971117518
161,363.0735255,178551.1726,0.505911883,11,2,1.812182108,43.22291373,6171.595144,6227.744416,0.87744414,0.982128305
162,361.7411308,156388.1674,0.442414695,20,18,3.227752285,49.71384714,5566.287422,5600.524455,0.769429696,0.888364901
163,361.6438942,121605.7396,0.529951942,15,13,1.542917313,54.54125493,4869.060814,4909.755984,0.954200642,0.82364853
164,363.9341563,164643.4219,0.49104304,10,8,2.739605084,42.55025769,6356.162953,6389.215652,0.772534883,0.889016559
165,357.0277484,105274.694,0.523074394,19,8,3.120595436,40.74430725,6435.276532,6493.406409,0.882338915,0.999414993
166,359.5177116,180254.0691,0.524971682,14,12,4.243840124,58.16291191,4457.470443,4497.050537,0.97982717,0.802209824
167,364.0295197,114202.2323,0.582760242,11,5,3.263725465,42.63915513,6125.17885,6181.487193,0.96907358,0.9369325
168,357.2762703,126236.8448,0.5049621,16,14,3.51366997,50.22831653,5415.421467,5454.069426,0.872024174,0.858762959
169,361.2207,124479.2966,0.451222573,20,17,4.911793155,40.66265893,6612.701547,6648.912229,0.724565852,0.947656001
170,364.0589213,132215.2719,0.421591114,11,9,2.327329409,40.65564656,6678.56107,6705.383159,0.653570371,0.917025048
171,360.5495617,117093.0059,0.532751712,20,16,2.21894729,42.61272762,6218.253158,6270.960859,0.894630782,0.95459688
172,361.5099567,176555.9452,0.418043482,12,7,1.668628583,58.80857039,4433.176085,4489.884159,0.930160466,0.940659859
173,361.2340381,184672.5293,0.575478386,20,11,4.168937476,58.54944891,4397.771985,4429.204222,0.999467031,0.724687769
174,359.0099543,188139.6517,0.485068207,20,9,3.232479986,52.12266034,5083.20329,5154.868697,0.996224283,0.984454894
175,362.3434225,185934.6431,0.566856002,16,14,3.887522443,53.21432494,4974.331448,5015.204724,0.989644416,0.804856715
176,361.0249685,130630.2169,0.577320708,11,9,1.779919064,44.32574884,6012.896635,6051.287666,0.912032839,0.843086116
177,360.9935834,147308.6226,0.543126994,16,14,3.942849909,50.10003309,5373.690297,5414.054152,0.927045415,0.839258313
178,355.5552965,132370.553,0.480739963,11,9,1.520270341,48.25353792,5687.525831,5723.501446,0.813502567,0.876110295
179,356.3164372,153326.9084,0.481123201,20,3,4.437356576,47.7406304,5635.073293,5700.76996,0.920361211,0.9996895
180,364.5534334,126965.4389,0.578411973,13,11,4.691936014,46.4446676,5755.840147,5795.730826,0.937205786,0.835313065
181,355.5331316,111403.0248,0.544602782,11,9,4.699616495,46.28971667,5828.150349,5866.407829,0.886907463,0.852575743
182,363.4720465,187212.1558,0.542372303,14,8,1.794819868,41.88619831,6264.977438,6324.664117,0.921495711,0.98363157
183,363.2946065,112833.3376,0.407873538,13,11,3.691314239,48.29142946,5782.698772,5813.300228,0.700126372,0.905059345
184,362.1539571,178353.1161,0.533526454,15,6,1.514999212,53.89684232,4902.905,4951.06308,0.988556434,0.855704493
185,360.3960529,158192.8016,0.509179869,17,8,4.316799094,48.51587672,5483.599152,5554.142191,0.981296741,0.991821553
186,359.1552723,127284.1574,0.476424358,13,11,4.865308485,52.93965159,5134.605085,5172.584701,0.856488085,0.861430744
187,359.0631319,155639.3181,0.408649403,19,15,3.64014914,50.61249701,5451.815438,5498.235972,0.786866526,0.960413583
188,361.3165405,137902.8907,0.41260633,18,4,1.665068911,46.74817296,5889.727666,5940.686336,0.774686136,0.999846392
189,360.3207373,128900.7068,0.575549405,19,8,3.345760452,53.6207276,4923.17214,4962.530424,0.997144094,0.789109111
190,361.7115386,120117.375,0.424974809,14,10,2.787656212,46.40322871,5938.557424,5982.696123,0.763108875,0.965577631
191,364.4209433,201561.6893,0.454005544,16,5,3.32558614,47.43721864,5728.735718,5788.380619,0.862622799,0.998762558
192,364.9388112,139543.4552,0.407315023,19,15,3.552090248,54.9850867,4922.974458,4973.192567,0.843040001,0.949402104
193,360.812853,187178.5895,0.599291479,11,9,1.714701364,41.3404237,6335.068345,6372.629225,0.912237711,0.844760414
194,356.8226601,102035.1047,0.426365799,17,15,3.797838161,59.96849949,4370.777796,4407.501492,0.852491384,0.858090986
195,360.8274132,132265.5176,0.547008339,18,14,2.344503837,57.7814377,4478.942768,4517.658043,0.999788499,0.783819833
196,359.552095,199786.1873,0.519829209,16,10,3.722757386,50.42937855,5263.904554,5327.846616,0.995412044,0.94765497
197,363.9333654,143654.9789,0.55656809,17,7,2.933335406,44.56281392,5890.971626,5959.275243,0.992180626,0.985344125
198,356.9215646,172822.5657,0.533763732,19,7,3.254657134,50.74201382,5232.463869,5290.048933,0.993853021,0.912869544
199,356.1240335,193124.0402,0.423199234,17,13,4.401320632,53.32399825,5098.551826,5149.532534,0.849906207,0.950309432
200,357.6844158,131405.9773,0.538061089,20,11,2.669737732,55.77080992,4692.700848,4737.583674,0.999345261,0.827761558
201,358.971497,119416.9025,0.461921097,16,13,3.042357604,41.45834093,6500.058744,6538.129034,0.749380244,0.943988425
202,359.9090025,144976.1143,0.500029746,15,10,4.432693461,55.73473531,4699.989364,4754.962579,0.995943522,0.893831541
203,359.9157206,146093.8259,0.419808718,19,2,2.007833455,48.56188099,5651.284268,5706.861396,0.816007566,0.999856317
204,357.4196247,195152.4529,0.412055805,16,9,4.727057548,45.0559304,6104.208371,6150.904277,0.745463201,0.994522397
205,361.9221387,123153.7815,0.416874995,20,15,2.020215146,59.74868721,4309.903427,4369.911244,0.955791344,0.946180522
206,364.1420167,138120.4274,0.464381434,10,8,2.470494942,58.22270364,4532.297138,4569.672983,0.888098724,0.839653963
207,364.6176038,191126.492,0.45106096,15,7,3.094013887,44.15470271,6146.780503,6199.049549,0.804859148,0.996410403
208,355.9950655,113236.2847,0.518354896,18,16,4.398123584,50.65958089,5344.187497,5383.711931,0.896780932,0.850217029
209,364.0966201,115604.288,0.591358379,19,2,2.711222357,58.31704592,4489.325022,4508.792441,0.926452262,0.648154832
210,357.4795611,126074.1065,0.533367882,13,3,3.171618571,41.63584672,6306.041453,6366.414268,0.909840688,0.994362865
211,361.3629519,122330.7908,0.447743403,16,7,4.384669487,43.188365,6271.427979,6321.863548,0.786793282,0.998255838
212,357.1550739,139769.1239,0.480271215,17,6,4.564582035,42.50569498,6296.584621,6351.379567,0.834879987,0.999381803
213,357.0336034,116138.2475,0.558360777,12,10,1.723604492,49.83591182,5386.22512,5426.169756,0.942013229,0.827818079
214,363.6847048,146932.5379,0.415430897,18,7,3.339518379,57.3110987,4563.57427,4633.936612,0.963644336,0.992912861
215,358.5613599,122855.4256,0.44978259,12,10,2.623116777,43.88551652,6253.714952,6284.936267,0.724371762,0.901322531
216,364.982365,109875.2191,0.533901266,19,10,3.38213649,58.76985286,4375.056645,4414.683336,0.998762651,0.792223479
217,361.161466,129559.5112,0.554726732,19,4,1.872564329,59.21228968,4354.904459,4384.949606,0.969672209,0.731103726
218,355.06447,200615.7711,0.507098401,11,9,2.332643582,48.1116059,5666.363353,5703.782697,0.851474266,0.864311164
219,359.8636384,156435.9178,0.493555375,12,10,4.266254299,56.12007041,4736.335703,4775.565822,0.915078371,0.8360308
220,360.1475617,199191.2951,0.546393718,20,2,2.47532848,42.37827087,6205.44695,6263.69122,0.926875202,0.970946904
221,356.9045255,133899.6215,0.554239105,12,6,4.028402202,53.73129901,4921.468691,4964.154065,0.987643455,0.818970861
222,363.1382376,116343.7218,0.400271889,17,15,4.88812732,44.58057466,6236.03363,6263.738743,0.654577902,0.915863405
223,364.4052427,109737.61,0.593040686,16,4,4.936908548,58.68074356,4407.156542,4431.863698,0.974572936,0.675610116
224,361.6871608,193219.682,0.57464025,12,5,3.143829114,59.68439358,4292.438127,4320.113392,0.983055473,0.701236012
225,356.199913,119552.0925,0.525793223,17,12,2.994626555,40.55476843,6471.173888,6524.263596,0.869255938,0.977654866
226,362.5725618,149783.51,0.567901927,17,9,2.393854534,47.65190399,5555.5753,5611.29685,0.998132346,0.904728576
227,361.8052457,196701.3649,0.471900606,15,13,3.203330975,53.30120855,5097.700361,5135.615577,0.853649616,0.862561179
228,359.8462943,184168.4365,0.439073927,19,7,4.679813582,50.79092664,5335.324596,5398.947575,0.891369509,0.999135177
229,357.3475317,127716.8176,0.479396863,11,9,1.67313454,54.34391416,4965.804863,5003.977206,0.874053357,0.852166866
230,357.2224459,169515.1962,0.472281619,17,8,4.212994349,56.08457517,4665.386832,4727.569623,0.993414526,0.93577662
231,361.4307573,121408.5269,0.592706498,12,10,3.56532921,58.38608598,4418.714388,4446.658689,0.995692348,0.694516361
232,364.4870221,115390.8306,0.529103761,19,3,2.362957537,42.29126904,6227.03062,6289.482373,0.916724206,0.999825365
